isbn,bookid,bookname,author,publish,releaseDate
7-01-001057-9,B_01001057_001,毛泽东交往录,于俊道　李捷　编,人民出版社,676998000000
7-01-001057-9,B_01001057_003,毛泽东交往录,于俊道　李捷　编,人民出版社,676998000000
7-01-001082-X,B_01001082_001,鞍钢年鉴 （1991年）,鞍钢史志编纂委员会　编,人民出版社,684950400000
7-01-001106-0,B_01001106_001,彭德怀自述,彭德怀,人民出版社,375984000000
7-01-001129-X,B_01001129_001,中国古代法制史研究,韩国磐　著,人民出版社,741456000000
7-01-001143-5,B_01001143_001,中国家族制度史,徐扬杰　著,人民出版社,709920000000
7-01-001166-4,B_01001166_001,中国资本主义发展史 第三卷 新民主主义革命时期的中国资本主义,许涤新 吴承明　主编,人民出版社,1054396800000
7-01-001173-7,B_01001173_001,缅甸史,贺圣达　著,人民出版社,717868800000
7-01-001183-4,B_01001183_001,胡适传,白吉庵　著,人民出版社,754675200000
7-01-001194-X,B_01001194_001,模糊的荧屏——李一氓回忆录,李一氓　著,人民出版社,723139200000
7-01-001208-3,B_01001208_001,理学与元代社会,徐远和　著,人民出版社,717868800000
7-01-001210-5,B_01001210_001,唐玄宗传,许道勋　赵克尧　著,人民出版社,725817600000
7-01-001221-0,B_01001221_001,美国历史与美国人,邓蜀生　著,人民出版社,725817600000
7-01-001257-1,B_01001257_001,20世纪初中国政治改革风潮——清末立宪运动史,侯宜杰著,人民出版社,733593600000
7-01-001260-1,B_01001260_001,毛泽东周恩来与溥仪,王庆祥　著,人民出版社,728496000000
7-01-001459-0,B_01001459_001,毛泽东与中国文化,李鹏程　著,人民出版社,733593600000
7-01-001468-X,B_01001468_001,唐宋回鹘史论集,程溯洛　著,人民出版社,736185600000
7-01-001476-0,B_01001476_001,毛泽东家世（增订本）,李湘文　编著,人民出版社,728496000000
7-01-001481-7,B_01001481_001,汉寿县志,汉寿县志编纂委员会　编,人民出版社,749404800000
7-01-001483-3,B_01001483_001,万历传,樊树志　著,人民出版社,754675200000
978-7-01-001484-5,B_01001484_001,明成祖传,晁中辰著,人民出版社,746812800000
7-01-001486-8,B_01001486_001,河北省志 第61卷 人民代表大会志,河北省地方志编纂委员会　编,人民出版社,730915200000
7-01-001493-0,B_01001493_001,毛泽东自述,毛泽东,人民出版社,728496000000
7-01-001494-9,B_01001494_001,欧美共运风云录（1945—1991）,李宗禹　主编,人民出版社,762451200000
7-01-001513-9,B_01001513_001,毛泽东和世界风云人物,董保存　著,人民出版社,746812800000
7-01-001514-7,B_01001514_001,毛泽东和他的“顾问”,樊昊　著,人民出版社,725817600000
978-7-01-001515-5,B_01001515_001,梁启超传,李喜所 元青　著,人民出版社,749404800000
7-01-001521-X,B_01001521_001,松花江年鉴（1992）,松花江年鉴编纂委员会　编,人民出版社,730915200000
7-01-001549-X,B_01001549_001,晋察冀日报史：1937～1948年,晋察冀日报史研究会　编,人民出版社,733593600000
7-01-001550-3,B_01001550_001,邓颖超传(上),金凤,人民出版社,730915200000
7-01-001550-3,B_01001550_002,邓颖超传(下),金凤,人民出版社,730915200000
7-01-001554-6,B_01001554_001,朱德传,金冲及　主编,人民出版社 中央文献出版社,744134400000
7-01-001649-6,B_01001649_001,中国近代启蒙思想史,侯外庐　著,人民出版社,749404800000
7-01-001740-9,B_01001740_001,中国经济史,贺耀敏　著,人民出版社,772992000000
7-01-001741-7,B_01001741_001,中国经济思想史,朱家桢　著,人民出版社,772992000000
7-01-001745-X,B_01001745_001,欧洲经济共同体,夏庆杰　著,人民出版社,772992000000
7-01-001746-8,B_01001746_001,日本经济,刘晓路　著,人民出版社,772992000000
7-01-001757-3,B_01001757_001,中国全史（全一百册）,史仲文　胡晓林　主编,人民出版社,765129600000
7-01-001769-7,B_01001769_001,新编中国远古暨三代史（上册）,史仲文　胡晓林　主编,人民出版社,809884800000
7-01-001769-7,B_01001769_002,新编中国远古暨三代史(下册),史仲文　胡晓林　主编,人民出版社,809884800000
7-01-001771-9,B_01001771_001,新编中国春秋战国史　上册,王宇信　杨生民　岳斌　主编,人民出版社,809884800000
7-01-001771-9,B_01001771_002,新编中国春秋战国史　 下册,王宇信　杨生民　岳斌　主编,人民出版社,809884800000
7-01-001773-5,B_01001773_001,新编中国秦汉史 上册,胡晓林　主编,人民出版社,809884800000
7-01-001773-5,B_01001773_002,新编中国秦汉史 下册,胡晓林　主编,人民出版社,809884800000
7-01-001775-1,B_01001775_001,新编中国魏晋南北朝史 上册,胡晓林　主编,人民出版社,809884800000
7-01-001775-1,B_01001775_002,新编中国魏晋南北朝史 下册,胡晓林　主编,人民出版社,809884800000
7-01-001777-8,B_01001777_001,新编中国隋唐五代史 上册,胡晓林　主编,人民出版社,809884800000
7-01-001777-8,B_01001777_002,新编中国隋唐五代史 下册,胡晓林　主编,人民出版社,809884800000
7-01-001779-4,B_01001779_001,新编中国宋辽金夏史 上册,胡晓林　主编,人民出版社,809884800000
7-01-001779-4,B_01001779_002,新编中国宋辽金夏史 下册,胡晓林　主编,人民出版社,809884800000
7-01-001781-6,B_01001781_001,新编中国元代史 上册,佟德富 顾建华　主编,人民出版社,809884800000
7-01-001781-6,B_01001781_002,新编中国元代史 下册,佟德富 顾建华　主编,人民出版社,809884800000
7-01-001783-2,B_01001783_001,新编中国明代史(上册),毛珮琦　等著,人民出版社,809884800000
7-01-001783-2,B_01001783_002,新编中国明代史(下册),毛珮琦　等著,人民出版社,809884800000
7-01-001784-0,B_01001784_001,新编中国清代史　上册,刘秀生　庞毅　李尚英　主编,人民出版社,786211200000
7-01-001784-0,B_01001784_002,新编中国清代史　下册,刘秀生　庞毅　李尚英　主编,人民出版社,786211200000
7-01-001787-5,B_01001787_001,新编中国民国史(上册),徐迺翔　张占国　主编,人民出版社,809884800000
7-01-001787-5,B_01001787_002,新编中国民国史(下册),徐迺翔　张占国　主编,人民出版社,809884800000
7-01-001792-1,B_01001792_001,台湾问题文献资料选编,国务院台湾事务办公室研究局　编,人民出版社,757353600000
7-01-001811-1,B_01001811_001,西方股市运行与操作,景学成　著,人民出版社,746812800000
7-01-001818-9,B_01001818_001,《毛泽东年谱》：（1893—1949）（上卷）,中共中央文献研究室　编,人民出版社 中央文献出版社,754675200000
7-01-001818-9,B_01001818_002,《毛泽东年谱》：（1893—1949）（下卷）,中共中央文献研究室　编,人民出版社 中央文献出版社,754675200000
7-01-001830-8,B_01001830_001,胡乔木回忆毛泽东,胡乔木　著,人民出版社,778348800000
7-01-001838-3,B_01001838_001,甲午战争国际关系史,戚其章　著,人民出版社,757353600000
7-01-001839-1,B_01001839_001,楚雄彝族自治州志（第一卷）,钱成润　总编,人民出版社,754675200000
7-01-001860-X,B_01001860_001,楚雄彝族自治州志（第二卷）,楚雄彝族自治州地方志编纂委员会　编,人民出版社,754675200000
7-01-001880-4,B_01001880_001,花冈暴动——中国“劳工”在日本的抗日壮举,刘宝辰　编著,人民出版社,741456000000
7-01-001883-9,B_01001883_001,欧洲共同体与世界,沈骥如　著,人民出版社,780940800000
7-01-001922-3,B_01001922_001,乾隆传,唐文基　罗庆泗　著,人民出版社,775670400000
7-01-001939-8,B_01001939_001,中国史稿（第七册）,《中国史稿》编写组　编,人民出版社,796665600000
978-7-01-001940-6,B_01001940_001,伪满洲国史新编（修订本）,解学诗　著,人民出版社,1206979200000
7-01-001945-2,B_01001945_001,罗莎·卢森堡：生平和思想,程人乾　著,人民出版社,786211200000
7-01-001982-7,B_01001982_001,吕不韦传,林剑鸣著,人民出版社,799257600000
7-01-001992-4,B_01001992_001,李鸿章传,苑书义　著,人民出版社,767721600000
7-01-002004-3,B_01002004_001,鞍钢志（1916—1985）（下）,鞍钢史志编纂委员会　编,人民出版社,770400000000
7-01-002007-8,B_01002007_001,人民代表大会制度形成发展史,袁瑞良　著,人民出版社,778348800000
7-01-002026-4,B_01002026_001,新邵县志,新邵县志编纂委员会　编,人民出版社,770400000000
978-7-01-002029-7,B_01002029_001,中国通史（一）,范文澜　蔡美彪　等著,人民出版社,1246377600000
978-7-01-002029-7,B_01002029_002,中国通史（二）,范文澜　蔡美彪等　著,人民出版社,1246377600000
978-7-01-002029-7,B_01002029_003,中国通史（三）,范文澜　蔡美彪　等著,人民出版社,1246377600000
978-7-01-002029-7,B_01002029_004,中国通史（四）,范文澜　蔡美彪　等著,人民出版社,1246377600000
978-7-01-002029-7,B_01002029_005,中国通史（五）,范文澜　蔡美彪　等著,人民出版社,1246377600000
978-7-01-002029-7,B_01002029_006,中国通史（六）,范文澜　蔡美彪　等著,人民出版社,1246377600000
978-7-01-002029-7,B_01002029_007,中国通史（七）,范文澜　蔡美彪　等著,人民出版社,1246377600000
978-7-01-002029-7,B_01002029_008,中国通史（八）,范文澜　蔡美彪　等著,人民出版社,1246377600000
978-7-01-002029-7,B_01002029_009,中国通史（九）,范文澜　蔡美彪　等著,人民出版社,1246377600000
978-7-01-002029-7,B_01002029_010,中国通史（十）,范文澜　蔡美彪　等著,人民出版社,1246377600000
978-7-01-002029-7,B_01002029_011,中国通史（十一）,范文澜　蔡美彪　等著,人民出版社,1246377600000
978-7-01-002029-7,B_01002029_012,中国通史（十二）,范文澜　蔡美彪　等著,人民出版社,1246377600000
7-01-002042-6,B_01002042_001,黄克诚自述,黄克诚　著,人民出版社,1101830400000
7-01-002046-9,B_01002046_001,炎帝与中华文化,王德蓉　等主编,人民出版社,780940800000
7-01-002085-X,B_01002085_001,中共与国民党地方实力派关系史,唐纯良　主编,人民出版社,791568000000
7-01-002115-5,B_01002115_001,英国股份公司面面观,吴云飞　著,人民出版社,807206400000
7-01-002155-4,B_01002155_001,陈毅年谱（上）,刘树发　主编,人民出版社,817747200000
7-01-002155-4,B_01002155_002,陈毅年谱（下）,刘树发　主编,人民出版社,817747200000
7-01-002177-5,B_01002177_001,晚清民族主义思潮,陶绪　著,人民出版社,812476800000
7-01-002181-3,B_01002181_001,法兰西第三共和国兴衰史,楼均信　主编,人民出版社,828288000000
7-01-002196-1,B_01002196_001,深圳经济特区创业史,深圳特区博物馆　编,人民出版社,801936000000
7-01-002217-8,B_01002217_001,甲午战争与近代中国和世界——甲午战争100周年国际学术讨论会文集,戚其章　王如绘　主编,人民出版社,817747200000
7-01-002221-6,B_01002221_001,昆明市志（第四分册）,昆明市地方志编纂委员会　编,人民出版社,880905600000
7-01-002225-9,B_01002225_001,中华五千年纪事本末,宁可　主编,人民出版社,844099200000
7-01-002240-2,B_01002240_001,“三湾子弟”韩伟将军,薛春德　著,人民出版社,812476800000
7-01-002254-2,B_01002254_001,昆明市志（第六分册）,昆明市地方志编纂委员会　编,人民出版社,880905600000
7-01-002256-9,B_01002256_001,中国传统市场发展史,龙登高　著,人民出版社,880905600000
7-01-002260-7,B_01002260_001,周恩来传（1898—1949）,金冲及　主编,人民出版社,809884800000
7-01-002290-9,B_01002290_001,改革风云中的万里,张广友　著,人民出版社,812476800000
7-01-002298-4,B_01002298_001,魏忠贤传,韩大成 杨欣　著,人民出版社,878313600000
7-01-002301-8,B_01002301_001,战后德国的分裂与统一1945-1990,丁建弘　等主编,人民出版社,828288000000
7-01-002304-2,B_01002304_001,抗日战争写真,廖盖隆　主编,人民出版社,812476800000
7-01-002305-0,B_01002305_001,中国政治制度通史 第一卷 总论,白钢 主编 白钢 著,人民出版社,849369600000
7-01-002305-0,B_01002305_002,中国政治制度通史 第二卷 先秦,白钢 主编 王宇信 杨升南 著,人民出版社,849369600000
7-01-002305-0,B_01002305_003,中国政治制度通史 第三卷 秦汉,白钢 主编 孟祥才 著,人民出版社,849369600000
7-01-002305-0,B_01002305_004,中国政治制度通史 第四卷 魏晋南北朝,白钢 主编 黄惠贤 著,人民出版社,849369600000
7-01-002305-0,B_01002305_005,中国政治制度通史 第五卷 隋唐五代,白钢 主编 俞鹿年 著,人民出版社,849369600000
7-01-002305-0,B_01002305_006,中国政治制度通史 第六卷 宋代,白钢 主编 朱瑞熙 著,人民出版社,849369600000
7-01-002305-0,B_01002305_007,中国政治制度通史 第七卷 辽金西夏,白钢 主编 李锡厚 白滨 著,人民出版社,849369600000
7-01-002305-0,B_01002305_008,中国政治制度通史 第八卷 元代,白钢 主编 陈高华 史卫民 著,人民出版社,849369600000
7-01-002305-0,B_01002305_009,中国政治制度通史 第九卷 明代,白钢 主编 杜婉言 方志远 著,人民出版社,849369600000
7-01-002305-0,B_01002305_010,中国政治制度通史 第十卷 清代,白钢 主编 郭松义 李新达 杨珍 著,人民出版社,849369600000
7-01-002308-5,B_01002308_001,楚雄彝族自治州志（第三卷）,楚雄彝族自治州地方志编纂委员会　编,人民出版社,812476800000
7-01-002317-4,B_01002317_001,将帅在逆境中,董保存　著,人民出版社,838828800000
7-01-002318-2,B_01002318_001,中国盐业史（古代编）,郭正忠　主编,人民出版社,873043200000
7-01-002352-2,B_01002352_001,楚雄彝族自治州志（第四卷）,楚雄彝族自治州地方志编纂委员会　编,人民出版社,815155200000
7-01-002377-8,B_01002377_001,中国盐业史（近代当代编）,丁长清　唐仁粤　主编,人民出版社,873043200000
7-01-002407-3,B_01002407_001,回忆邓子恢,《回忆邓子恢》编辑委员会　编,人民出版社,836150400000
7-01-002431-6,B_01002431_001,中国盐业史（地方编）,唐仁粤　主编,人民出版社,873043200000
7-01-002437-5,B_01002437_001,简明西夏史,李蔚　著,人民出版社,875635200000
7-01-002448-0,B_01002448_001,邓子恢传,《邓子恢传》编辑委员会　著,人民出版社,836150400000
7-01-002453-7,B_01002453_002,胡绳全书（第一卷）（上）,胡绳　著,人民出版社,891360000000
7-01-002453-7,B_01002453_003,胡绳全书（第一卷）（下）,胡绳　著,人民出版社,891360000000
7-01-002464-2,B_01002464_001,中国共产党白区斗争史,盖军　主编,人民出版社,846777600000
7-01-002492-8,B_01002492_001,崇祯传,樊树志　著,人民出版社,878313600000
